AgentTicketOffice(c3260add-1131-4991-9bfd-794b3ddb46bf);22,51855
AgentTicketOffice(3ae4deae-5d7e-448d-b7b2-770276429b71);24,02688
AgentTicketOffice(6e8feadd-697b-4cbe-bc15-b38085e041d5);NaN
AgentTicketOffice(ed9788bf-dd81-4b37-b9eb-5fe00b50ed96);NaN
AgentTicketOffice(7cb804af-3990-44fb-b26d-9bb8bc165522);NaN
AgentTicketOffice(5a31cbf5-b1bb-4e3e-95c5-27aea3f41179);NaN
AgentTicketOffice(847fd5ce-e620-440f-b91e-c0dc152b561a);NaN
AgentTicketOffice(0396d6af-a7d1-4122-857b-dba97f4ea072);NaN
